route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
R2,WEEKDAY,R2-D1-WD-0920,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-0940,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1000,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1020,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1040,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1100,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1120,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1140,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1200,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1220,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1240,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1300,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1320,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1340,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1400,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1420,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1440,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1500,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1520,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1540,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1600,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1620,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1640,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1700,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1720,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1740,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1800,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1820,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1840,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1900,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1920,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-1940,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-2000,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-2020,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-2040,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-2100,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-2120,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-2140,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-2200,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-2220,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-2240,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKDAY,R2-D1-WD-2300,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D0-WE-0700,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-0730,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-0800,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-0830,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-0900,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-0930,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-1000,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-1030,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-1100,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-1130,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-1200,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-1230,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-1300,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-1330,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-1400,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-1430,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-1500,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-1530,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-1600,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-1630,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-1700,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-1730,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-1800,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-1830,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-1900,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-1930,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-2000,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-2030,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-2100,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-2130,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D0-WE-2200,Novo Lisice,0,,SHP-R2-D0
R2,WEEKEND,R2-D1-WE-0700,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-0730,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-0800,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-0830,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-0900,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-0930,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-1000,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-1030,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-1100,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-1130,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-1200,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-1230,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-1300,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-1330,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-1400,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-1430,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-1500,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-1530,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-1600,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-1630,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-1700,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-1730,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-1800,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-1830,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-1900,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-1930,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-2000,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-2030,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-2100,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-2130,Gjorche Petrov,1,,SHP-R2-D1
R2,WEEKEND,R2-D1-WE-2200,Gjorche Petrov,1,,SHP-R2-D1
R5,WEEKDAY,R5-D0-WD-0600,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-0620,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-0640,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-0700,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-0720,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-0740,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-0800,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-0820,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-0840,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-0900,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-0920,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-0940,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1000,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1020,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1040,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1100,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1120,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1140,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1200,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1220,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1240,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1300,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1320,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1340,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1400,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1420,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1440,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1500,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1520,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1540,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1600,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1620,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1640,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1700,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1720,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1740,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1800,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1820,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1840,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1900,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1920,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-1940,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-2000,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-2020,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-2040,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-2100,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-2120,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-2140,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-2200,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-2220,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-2240,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D0-WD-2300,Kisela Voda,0,,SHP-R5-D0
R5,WEEKDAY,R5-D1-WD-0600,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-0620,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-0640,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-0700,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-0720,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-0740,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-0800,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-0820,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-0840,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-0900,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-0920,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-0940,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1000,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1020,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1040,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1100,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1120,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1140,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1200,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1220,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1240,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1300,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1320,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1340,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1400,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1420,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1440,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1500,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1520,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1540,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1600,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1620,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1640,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1700,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1720,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1740,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1800,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1820,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1840,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1900,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1920,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-1940,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-2000,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-2020,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-2040,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-2100,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-2120,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-2140,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-2200,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-2220,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-2240,Butel,1,,SHP-R5-D1
R5,WEEKDAY,R5-D1-WD-2300,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D0-WE-0700,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-0730,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-0800,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-0830,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-0900,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-0930,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-1000,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-1030,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-1100,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-1130,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-1200,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-1230,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-1300,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-1330,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-1400,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-1430,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-1500,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-1530,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-1600,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-1630,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-1700,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-1730,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-1800,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-1830,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-1900,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-1930,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-2000,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-2030,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-2100,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-2130,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D0-WE-2200,Kisela Voda,0,,SHP-R5-D0
R5,WEEKEND,R5-D1-WE-0700,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-0730,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-0800,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-0830,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-0900,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-0930,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-1000,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-1030,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-1100,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-1130,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-1200,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-1230,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-1300,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-1330,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-1400,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-1430,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-1500,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-1530,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-1600,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-1630,Butel,1,,SHP-R5-D1
R5,WEEKEND,R5-D1-WE-1700,Butel,1,,SHP-R5-D1
