trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
R2-D0-WD-0920,09:51:30,09:51:30,S01,10,,0,0,8444.8
R2-D0-WD-0920,09:57:00,09:57:00,S13,11,,0,0,10079.1
R2-D0-WD-0920,10:00:00,10:00:00,S14,12,,0,0,10885.1
R2-D0-WD-0920,10:04:00,10:04:00,S15,13,,0,0,12023.3
R2-D0-WD-0940,09:40:00,09:40:00,S10,1,,0,0,0.0
R2-D0-WD-0940,09:46:00,09:46:00,S09,2,,0,0,1816.9
R2-D0-WD-0940,09:50:30,09:50:30,S08,3,,0,0,3143.1
R2-D0-WD-0940,09:54:00,09:54:00,S07,4,,0,0,4097.6
R2-D0-WD-0940,09:57:00,09:57:00,S12,5,,0,0,4802.5
R2-D0-WD-0940,10:00:30,10:00:30,S11,6,,0,0,5695.5
R2-D0-WD-0940,10:03:00,10:03:00,S27,7,,0,0,6254.3
R2-D0-WD-0940,10:05:30,10:05:30,S02,8,,0,0,6843.6
R2-D0-WD-0940,10:08:30,10:08:30,S23,9,,0,0,7649.3
R2-D0-WD-0940,10:11:30,10:11:30,S01,10,,0,0,8444.8
R2-D0-WD-0940,10:17:00,10:17:00,S13,11,,0,0,10079.1
R2-D0-WD-0940,10:20:00,10:20:00,S14,12,,0,0,10885.1
R2-D0-WD-0940,10:24:00,10:24:00,S15,13,,0,0,12023.3
R2-D0-WD-1000,10:00:00,10:00:00,S10,1,,0,0,0.0
R2-D0-WD-1000,10:06:00,10:06:00,S09,2,,0,0,1816.9
R2-D0-WD-1000,10:10:30,10:10:30,S08,3,,0,0,3143.1
R2-D0-WD-1000,10:14:00,10:14:00,S07,4,,0,0,4097.6
R2-D0-WD-1000,10:17:00,10:17:00,S12,5,,0,0,4802.5
R2-D0-WD-1000,10:20:30,10:20:30,S11,6,,0,0,5695.5
R2-D0-WD-1000,10:23:00,10:23:00,S27,7,,0,0,6254.3
R2-D0-WD-1000,10:25:30,10:25:30,S02,8,,0,0,6843.6
R2-D0-WD-1000,10:28:30,10:28:30,S23,9,,0,0,7649.3
R2-D0-WD-1000,10:31:30,10:31:30,S01,10,,0,0,8444.8
R2-D0-WD-1000,10:37:00,10:37:00,S13,11,,0,0,10079.1
R2-D0-WD-1000,10:40:00,10:40:00,S14,12,,0,0,10885.1
R2-D0-WD-1000,10:44:00,10:44:00,S15,13,,0,0,12023.3
R2-D0-WD-1020,10:20:00,10:20:00,S10,1,,0,0,0.0
R2-D0-WD-1020,10:26:00,10:26:00,S09,2,,0,0,1816.9
R2-D0-WD-1020,10:30:30,10:30:30,S08,3,,0,0,3143.1
R2-D0-WD-1020,10:34:00,10:34:00,S07,4,,0,0,4097.6
R2-D0-WD-1020,10:37:00,10:37:00,S12,5,,0,0,4802.5
R2-D0-WD-1020,10:40:30,10:40:30,S11,6,,0,0,5695.5
R2-D0-WD-1020,10:43:00,10:43:00,S27,7,,0,0,6254.3
R2-D0-WD-1020,10:45:30,10:45:30,S02,8,,0,0,6843.6
R2-D0-WD-1020,10:48:30,10:48:30,S23,9,,0,0,7649.3
R2-D0-WD-1020,10:51:30,10:51:30,S01,10,,0,0,8444.8
R2-D0-WD-1020,10:57:00,10:57:00,S13,11,,0,0,10079.1
R2-D0-WD-1020,11:00:00,11:00:00,S14,12,,0,0,10885.1
R2-D0-WD-1020,11:04:00,11:04:00,S15,13,,0,0,12023.3
R2-D0-WD-1040,10:40:00,10:40:00,S10,1,,0,0,0.0
R2-D0-WD-1040,10:46:00,10:46:00,S09,2,,0,0,1816.9
R2-D0-WD-1040,10:50:30,10:50:30,S08,3,,0,0,3143.1
R2-D0-WD-1040,10:54:00,10:54:00,S07,4,,0,0,4097.6
R2-D0-WD-1040,10:57:00,10:57:00,S12,5,,0,0,4802.5
R2-D0-WD-1040,11:00:30,11:00:30,S11,6,,0,0,5695.5
R2-D0-WD-1040,11:03:00,11:03:00,S27,7,,0,0,6254.3
R2-D0-WD-1040,11:05:30,11:05:30,S02,8,,0,0,6843.6
R2-D0-WD-1040,11:08:30,11:08:30,S23,9,,0,0,7649.3
R2-D0-WD-1040,11:11:30,11:11:30,S01,10,,0,0,8444.8
R2-D0-WD-1040,11:17:00,11:17:00,S13,11,,0,0,10079.1
R2-D0-WD-1040,11:20:00,11:20:00,S14,12,,0,0,10885.1
R2-D0-WD-1040,11:24:00,11:24:00,S15,13,,0,0,12023.3
R2-D0-WD-1100,11:00:00,11:00:00,S10,1,,0,0,0.0
R2-D0-WD-1100,11:06:00,11:06:00,S09,2,,0,0,1816.9
R2-D0-WD-1100,11:10:30,11:10:30,S08,3,,0,0,3143.1
R2-D0-WD-1100,11:14:00,11:14:00,S07,4,,0,0,4097.6
R2-D0-WD-1100,11:17:00,11:17:00,S12,5,,0,0,4802.5
R2-D0-WD-1100,11:20:30,11:20:30,S11,6,,0,0,5695.5
R2-D0-WD-1100,11:23:00,11:23:00,S27,7,,0,0,6254.3
R2-D0-WD-1100,11:25:30,11:25:30,S02,8,,0,0,6843.6
R2-D0-WD-1100,11:28:30,11:28:30,S23,9,,0,0,7649.3
R2-D0-WD-1100,11:31:30,11:31:30,S01,10,,0,0,8444.8
R2-D0-WD-1100,11:37:00,11:37:00,S13,11,,0,0,10079.1
R2-D0-WD-1100,11:40:00,11:40:00,S14,12,,0,0,10885.1
R2-D0-WD-1100,11:44:00,11:44:00,S15,13,,0,0,12023.3
R2-D0-WD-1120,11:20:00,11:20:00,S10,1,,0,0,0.0
R2-D0-WD-1120,11:26:00,11:26:00,S09,2,,0,0,1816.9
R2-D0-WD-1120,11:30:30,11:30:30,S08,3,,0,0,3143.1
R2-D0-WD-1120,11:34:00,11:34:00,S07,4,,0,0,4097.6
R2-D0-WD-1120,11:37:00,11:37:00,S12,5,,0,0,4802.5
R2-D0-WD-1120,11:40:30,11:40:30,S11,6,,0,0,5695.5
R2-D0-WD-1120,11:43:00,11:43:00,S27,7,,0,0,6254.3
R2-D0-WD-1120,11:45:30,11:45:30,S02,8,,0,0,6843.6
R2-D0-WD-1120,11:48:30,11:48:30,S23,9,,0,0,7649.3
R2-D0-WD-1120,11:51:30,11:51:30,S01,10,,0,0,8444.8
R2-D0-WD-1120,11:57:00,11:57:00,S13,11,,0,0,10079.1
R2-D0-WD-1120,12:00:00,12:00:00,S14,12,,0,0,10885.1
R2-D0-WD-1120,12:04:00,12:04:00,S15,13,,0,0,12023.3
R2-D0-WD-1140,11:40:00,11:40:00,S10,1,,0,0,0.0
R2-D0-WD-1140,11:46:00,11:46:00,S09,2,,0,0,1816.9
R2-D0-WD-1140,11:50:30,11:50:30,S08,3,,0,0,3143.1
R2-D0-WD-1140,11:54:00,11:54:00,S07,4,,0,0,4097.6
R2-D0-WD-1140,11:57:00,11:57:00,S12,5,,0,0,4802.5
R2-D0-WD-1140,12:00:30,12:00:30,S11,6,,0,0,5695.5
R2-D0-WD-1140,12:03:00,12:03:00,S27,7,,0,0,6254.3
R2-D0-WD-1140,12:05:30,12:05:30,S02,8,,0,0,6843.6
R2-D0-WD-1140,12:08:30,12:08:30,S23,9,,0,0,7649.3
R2-D0-WD-1140,12:11:30,12:11:30,S01,10,,0,0,8444.8
R2-D0-WD-1140,12:17:00,12:17:00,S13,11,,0,0,10079.1
R2-D0-WD-1140,12:20:00,12:20:00,S14,12,,0,0,10885.1
R2-D0-WD-1140,12:24:00,12:24:00,S15,13,,0,0,12023.3
R2-D0-WD-1200,12:00:00,12:00:00,S10,1,,0,0,0.0
R2-D0-WD-1200,12:06:00,12:06:00,S09,2,,0,0,1816.9
R2-D0-WD-1200,12:10:30,12:10:30,S08,3,,0,0,3143.1
R2-D0-WD-1200,12:14:00,12:14:00,S07,4,,0,0,4097.6
R2-D0-WD-1200,12:17:00,12:17:00,S12,5,,0,0,4802.5
R2-D0-WD-1200,12:20:30,12:20:30,S11,6,,0,0,5695.5
R2-D0-WD-1200,12:23:00,12:23:00,S27,7,,0,0,6254.3
R2-D0-WD-1200,12:25:30,12:25:30,S02,8,,0,0,6843.6
R2-D0-WD-1200,12:28:30,12:28:30,S23,9,,0,0,7649.3
R2-D0-WD-1200,12:31:30,12:31:30,S01,10,,0,0,8444.8
R2-D0-WD-1200,12:37:00,12:37:00,S13,11,,0,0,10079.1
R2-D0-WD-1200,12:40:00,12:40:00,S14,12,,0,0,10885.1
R2-D0-WD-1200,12:44:00,12:44:00,S15,13,,0,0,12023.3
R2-D0-WD-1220,12:20:00,12:20:00,S10,1,,0,0,0.0
R2-D0-WD-1220,12:26:00,12:26:00,S09,2,,0,0,1816.9
R2-D0-WD-1220,12:30:30,12:30:30,S08,3,,0,0,3143.1
R2-D0-WD-1220,12:34:00,12:34:00,S07,4,,0,0,4097.6
R2-D0-WD-1220,12:37:00,12:37:00,S12,5,,0,0,4802.5
R2-D0-WD-1220,12:40:30,12:40:30,S11,6,,0,0,5695.5
R2-D0-WD-1220,12:43:00,12:43:00,S27,7,,0,0,6254.3
R2-D0-WD-1220,12:45:30,12:45:30,S02,8,,0,0,6843.6
R2-D0-WD-1220,12:48:30,12:48:30,S23,9,,0,0,7649.3
R2-D0-WD-1220,12:51:30,12:51:30,S01,10,,0,0,8444.8
R2-D0-WD-1220,12:57:00,12:57:00,S13,11,,0,0,10079.1
R2-D0-WD-1220,13:00:00,13:00:00,S14,12,,0,0,10885.1
R2-D0-WD-1220,13:04:00,13:04:00,S15,13,,0,0,12023.3
R2-D0-WD-1240,12:40:00,12:40:00,S10,1,,0,0,0.0
R2-D0-WD-1240,12:46:00,12:46:00,S09,2,,0,0,1816.9
R2-D0-WD-1240,12:50:30,12:50:30,S08,3,,0,0,3143.1
R2-D0-WD-1240,12:54:00,12:54:00,S07,4,,0,0,4097.6
R2-D0-WD-1240,12:57:00,12:57:00,S12,5,,0,0,4802.5
R2-D0-WD-1240,13:00:30,13:00:30,S11,6,,0,0,5695.5
R2-D0-WD-1240,13:03:00,13:03:00,S27,7,,0,0,6254.3
R2-D0-WD-1240,13:05:30,13:05:30,S02,8,,0,0,6843.6
R2-D0-WD-1240,13:08:30,13:08:30,S23,9,,0,0,7649.3
R2-D0-WD-1240,13:11:30,13:11:30,S01,10,,0,0,8444.8
R2-D0-WD-1240,13:17:00,13:17:00,S13,11,,0,0,10079.1
R2-D0-WD-1240,13:20:00,13:20:00,S14,12,,0,0,10885.1
R2-D0-WD-1240,13:24:00,13:24:00,S15,13,,0,0,12023.3
R2-D0-WD-1300,13:00:00,13:00:00,S10,1,,0,0,0.0
R2-D0-WD-1300,13:06:00,13:06:00,S09,2,,0,0,1816.9
R2-D0-WD-1300,13:10:30,13:10:30,S08,3,,0,0,3143.1
R2-D0-WD-1300,13:14:00,13:14:00,S07,4,,0,0,4097.6
R2-D0-WD-1300,13:17:00,13:17:00,S12,5,,0,0,4802.5
R2-D0-WD-1300,13:20:30,13:20:30,S11,6,,0,0,5695.5
R2-D0-WD-1300,13:23:00,13:23:00,S27,7,,0,0,6254.3
R2-D0-WD-1300,13:25:30,13:25:30,S02,8,,0,0,6843.6
R2-D0-WD-1300,13:28:30,13:28:30,S23,9,,0,0,7649.3
R2-D0-WD-1300,13:31:30,13:31:30,S01,10,,0,0,8444.8
R2-D0-WD-1300,13:37:00,13:37:00,S13,11,,0,0,10079.1
R2-D0-WD-1300,13:40:00,13:40:00,S14,12,,0,0,10885.1
R2-D0-WD-1300,13:44:00,13:44:00,S15,13,,0,0,12023.3
R2-D0-WD-1320,13:20:00,13:20:00,S10,1,,0,0,0.0
R2-D0-WD-1320,13:26:00,13:26:00,S09,2,,0,0,1816.9
R2-D0-WD-1320,13:30:30,13:30:30,S08,3,,0,0,3143.1
R2-D0-WD-1320,13:34:00,13:34:00,S07,4,,0,0,4097.6
R2-D0-WD-1320,13:37:00,13:37:00,S12,5,,0,0,4802.5
R2-D0-WD-1320,13:40:30,13:40:30,S11,6,,0,0,5695.5
R2-D0-WD-1320,13:43:00,13:43:00,S27,7,,0,0,6254.3
R2-D0-WD-1320,13:45:30,13:45:30,S02,8,,0,0,6843.6
R2-D0-WD-1320,13:48:30,13:48:30,S23,9,,0,0,7649.3
R2-D0-WD-1320,13:51:30,13:51:30,S01,10,,0,0,8444.8
R2-D0-WD-1320,13:57:00,13:57:00,S13,11,,0,0,10079.1
R2-D0-WD-1320,14:00:00,14:00:00,S14,12,,0,0,10885.1
R2-D0-WD-1320,14:04:00,14:04:00,S15,13,,0,0,12023.3
R2-D0-WD-1340,13:40:00,13:40:00,S10,1,,0,0,0.0
R2-D0-WD-1340,13:46:00,13:46:00,S09,2,,0,0,1816.9
R2-D0-WD-1340,13:50:30,13:50:30,S08,3,,0,0,3143.1
R2-D0-WD-1340,13:54:00,13:54:00,S07,4,,0,0,4097.6
R2-D0-WD-1340,13:57:00,13:57:00,S12,5,,0,0,4802.5
R2-D0-WD-1340,14:00:30,14:00:30,S11,6,,0,0,5695.5
R2-D0-WD-1340,14:03:00,14:03:00,S27,7,,0,0,6254.3
R2-D0-WD-1340,14:05:30,14:05:30,S02,8,,0,0,6843.6
R2-D0-WD-1340,14:08:30,14:08:30,S23,9,,0,0,7649.3
R2-D0-WD-1340,14:11:30,14:11:30,S01,10,,0,0,8444.8
R2-D0-WD-1340,14:17:00,14:17:00,S13,11,,0,0,10079.1
R2-D0-WD-1340,14:20:00,14:20:00,S14,12,,0,0,10885.1
R2-D0-WD-1340,14:24:00,14:24:00,S15,13,,0,0,12023.3
R2-D0-WD-1400,14:00:00,14:00:00,S10,1,,0,0,0.0
R2-D0-WD-1400,14:06:00,14:06:00,S09,2,,0,0,1816.9
R2-D0-WD-1400,14:10:30,14:10:30,S08,3,,0,0,3143.1
R2-D0-WD-1400,14:14:00,14:14:00,S07,4,,0,0,4097.6
R2-D0-WD-1400,14:17:00,14:17:00,S12,5,,0,0,4802.5
R2-D0-WD-1400,14:20:30,14:20:30,S11,6,,0,0,5695.5
R2-D0-WD-1400,14:23:00,14:23:00,S27,7,,0,0,6254.3
R2-D0-WD-1400,14:25:30,14:25:30,S02,8,,0,0,6843.6
R2-D0-WD-1400,14:28:30,14:28:30,S23,9,,0,0,7649.3
R2-D0-WD-1400,14:31:30,14:31:30,S01,10,,0,0,8444.8
R2-D0-WD-1400,14:37:00,14:37:00,S13,11,,0,0,10079.1
R2-D0-WD-1400,14:40:00,14:40:00,S14,12,,0,0,10885.1
R2-D0-WD-1400,14:44:00,14:44:00,S15,13,,0,0,12023.3
R2-D0-WD-1420,14:20:00,14:20:00,S10,1,,0,0,0.0
R2-D0-WD-1420,14:26:00,14:26:00,S09,2,,0,0,1816.9
R2-D0-WD-1420,14:30:30,14:30:30,S08,3,,0,0,3143.1
R2-D0-WD-1420,14:34:00,14:34:00,S07,4,,0,0,4097.6
R2-D0-WD-1420,14:37:00,14:37:00,S12,5,,0,0,4802.5
R2-D0-WD-1420,14:40:30,14:40:30,S11,6,,0,0,5695.5
R2-D0-WD-1420,14:43:00,14:43:00,S27,7,,0,0,6254.3
R2-D0-WD-1420,14:45:30,14:45:30,S02,8,,0,0,6843.6
R2-D0-WD-1420,14:48:30,14:48:30,S23,9,,0,0,7649.3
R2-D0-WD-1420,14:51:30,14:51:30,S01,10,,0,0,8444.8
R2-D0-WD-1420,14:57:00,14:57:00,S13,11,,0,0,10079.1
R2-D0-WD-1420,15:00:00,15:00:00,S14,12,,0,0,10885.1
R2-D0-WD-1420,15:04:00,15:04:00,S15,13,,0,0,12023.3
R2-D0-WD-1440,14:40:00,14:40:00,S10,1,,0,0,0.0
R2-D0-WD-1440,14:46:00,14:46:00,S09,2,,0,0,1816.9
R2-D0-WD-1440,14:50:30,14:50:30,S08,3,,0,0,3143.1
R2-D0-WD-1440,14:54:00,14:54:00,S07,4,,0,0,4097.6
R2-D0-WD-1440,14:57:00,14:57:00,S12,5,,0,0,4802.5
R2-D0-WD-1440,15:00:30,15:00:30,S11,6,,0,0,5695.5
R2-D0-WD-1440,15:03:00,15:03:00,S27,7,,0,0,6254.3
R2-D0-WD-1440,15:05:30,15:05:30,S02,8,,0,0,6843.6
R2-D0-WD-1440,15:08:30,15:08:30,S23,9,,0,0,7649.3
R2-D0-WD-1440,15:11:30,15:11:30,S01,10,,0,0,8444.8
R2-D0-WD-1440,15:17:00,15:17:00,S13,11,,0,0,10079.1
R2-D0-WD-1440,15:20:00,15:20:00,S14,12,,0,0,10885.1
R2-D0-WD-1440,15:24:00,15:24:00,S15,13,,0,0,12023.3
R2-D0-WD-1500,15:00:00,15:00:00,S10,1,,0,0,0.0
R2-D0-WD-1500,15:06:00,15:06:00,S09,2,,0,0,1816.9
R2-D0-WD-1500,15:10:30,15:10:30,S08,3,,0,0,3143.1
R2-D0-WD-1500,15:14:00,15:14:00,S07,4,,0,0,4097.6
R2-D0-WD-1500,15:17:00,15:17:00,S12,5,,0,0,4802.5
